"Date","Time","Station","Latitude","Longitude","Target_Depth","CTD_Depth","CTD_Salinity","CTD_Temperature","Bottle_Salinity","d18O","Ba","Si","NO3","NO2","NH4","P","TA","O2"
2008-03-26,1899-12-31 20:33:18,"75N,150W",74.9781666666667,-150.1445,20,23.4361,28.9826,-1.5822,28.98255,-3.24399674077791,69.5061953798348,3.014,0.2351,0.2246,0.0241,0.6989,2073.4,-99
2008-03-26,1899-12-31 20:33:18,"75N,150W",74.9781666666667,-150.1445,60,62.4982,29.9151,-1.2135,29.9151,-2.99182480118634,72.6,3.86,0.7607,0.0285,0.024,0.7932,2152.3,-99
2008-03-26,1899-12-31 20:33:18,"75N,150W",74.9781666666667,-150.1445,85,85.7871,31.1955,-0.56887,31.1955,-2.35694376072286,62.2482425844833,7.2638,2.511,0.0064,0.016,0.9937,2190.5,-99
2008-03-26,1899-12-31 20:33:18,"75N,150W",74.9781666666667,-150.1445,190,194.8971,32.9689,-1.5318,32.9689,-1.58064879826257,76.8981916188675,32.42165,15.4845,0.0164,0.008,1.86465,2265.2,-99
2008-03-26,1899-12-31 20:33:18,"75N,150W",74.9781666666667,-150.1445,310,319.2249,34.5826,0.086213,34.5826,0.0648995653589902,46.4205986772848,9.7446,12.4194,0.0049,0.0801,0.9216,2285.1,6.6065
2008-03-27,1899-12-31 00:19:50,"74N,150W",74.056,-149.810333333333,20,20.1959,29.0739,-1.5904,29.0739,-3.24498558007481,67.7983810576252,3.21295,0.67795,0.17495,0.0201,0.7186,2068.3,-99
2008-03-27,1899-12-31 00:19:50,"74N,150W",74.056,-149.810333333333,60,60.6041,30.9269,-1.2973,30.9269,-2.61900550793196,72.3466938193571,6.6498,2.4163,0.0249,0.0241,0.943,2168.2,-99
2008-03-27,1899-12-31 00:19:50,"74N,150W",74.056,-149.810333333333,85,86.7658,31.7406,-1.1963,31.7406,-2.1072436835988,66.5782758424632,13.1378,6.3694,0.0182,0.016,1.2462,2206.6,-99
2008-03-27,1899-12-31 00:19:50,"74N,150W",74.056,-149.810333333333,190,191.6203,32.9166,-1.5828,32.9166,-1.62416055662336,74.7,30.2368,14.8086,0.0044,0.008,1.7905,2267.7,-99
2008-03-27,1899-12-31 19:48:20,"73N,150W",72.9718333333333,-149.8645,20,19.742,28.0544,-1.3155,28.0327,-3.30036482464695,70.3048978641641,2.887,0.2206,0.1765,0.0404,0.659,2008.75,-99
2008-03-27,1899-12-31 19:48:20,"73N,150W",72.9718333333333,-149.8645,60,57.367,31.9863,-1.2293,31.98625,-1.85952128506855,71.1429402179606,17.57905,8.4102,0.0298,0.0121,1.42745,2219.6,-99
2008-03-27,1899-12-31 19:48:20,"73N,150W",72.9718333333333,-149.8645,85,81.3108,32.4001,-1.3698,32.4001,-1.74876373902328,71.2,23.9872,11.667,0.027,0.0161,1.6246,2246.4,-99
2008-03-27,1899-12-31 19:48:20,"73N,150W",72.9718333333333,-149.8645,190,180.5395,33.5402,-1.6579,33.5402,-1.25282428653959,68.8554897515944,28.3185,14.7277,0.0203,0.0081,1.6189,2293.1,-99
2008-03-27,1899-12-31 22:59:41,"72N,150W",72.0623333333333,-150.087833333333,20,21.7306,30.634,-1.4428,30.634,-2.76041942992876,63.7427698476945,3.714,0.6004,0.0091,0.1587,0.8473,2156,-99
2008-03-27,1899-12-31 22:59:41,"72N,150W",72.0623333333333,-150.087833333333,60,62.2806,32.1399,-1.2046,32.1399,-1.82787654136962,71.8514565647684,21.9572,10.3203,0.0062,0.0962,1.5531,2224.9,-99
2008-03-27,1899-12-31 22:59:41,"72N,150W",72.0623333333333,-150.087833333333,85,87.0298,32.5043,-1.3455,32.50425,-1.7299743777336,72.8554957442703,27.1403,12.7748,0.0105,0.0739,1.7095,2266.9,-99
2008-03-27,1899-12-31 22:59:41,"72N,150W",72.0623333333333,-150.087833333333,190,193.0275,33.7687,-1.3646,33.7687,-0.967029453105774,62.1673493851758,27.8662,14.7871,3e-04,0.0596,1.5183,2292.85,-99
2008-03-27,1899-12-31 22:59:41,"72N,150W",72.0623333333333,-150.087833333333,310,313.9584,34.6727,0.29277,34.6727,0.0737995905806286,55.9,13.14455,13.63465,0.01035,0.0827,1.0592,2298.2,-99
2008-03-29,1899-12-31 20:46:18,"75_40N,158W",75.6988333333333,-157.7145,20,21.2313,30.0697,-1.641,30.0697,-3.10390142836015,71.2,4.0809,0.7207,0.0947,0.0161,0.7803,2153.1,-99
2008-03-29,1899-12-31 20:46:18,"75_40N,158W",75.6988333333333,-157.7145,60,61.3343,30.9391,-0.63921,30.93905,-2.48846928975061,70.1132219077801,5.8679,1.6801,0.0295,0.0161,0.8651,2186.7,-99
2008-03-29,1899-12-31 20:46:18,"75_40N,158W",75.6988333333333,-157.7145,85,88.6151,31.8183,-0.48696,31.8183,-1.89017766102008,67.5375092639273,14.12785,6.40705,0.02515,0.01205,1.24485,2217.9,-99
2008-03-29,1899-12-31 20:46:18,"75_40N,158W",75.6988333333333,-157.7145,190,194.5295,33.1052,-1.5261,33.1052,-1.54208076483681,71.7943777357369,33.0092,15.094,0.0136,0.0081,1.8066,2274.5,-99
2008-03-30,1899-12-31 23:49:56,"75_20N,154W",75.36,-154.305333333333,20,19.8341,29.5568,-1.4365,29.5568,-3.1935621642398,71.9752556906354,3.3845,0.3235,0.1993,0.038,0.7294,2118.8,-99
2008-03-30,1899-12-31 23:49:56,"75_20N,154W",75.36,-154.305333333333,60,59.1452,30.7643,-1.4995,30.7643,-2.79849233638182,76.0506449635798,4.6488,1.3676,0.0207,0.0298,0.8625,2182.5,-99
2008-03-30,1899-12-31 23:49:56,"75_20N,154W",75.36,-154.305333333333,85,83.063,31.3262,-0.9514,31.3262,-2.40540018711766,66.0421884882907,8.2641,3.0342,0.0265,0.0216,1.0137,2205.8,-99
2008-03-30,1899-12-31 23:49:56,"75_20N,154W",75.36,-154.305333333333,190,187.7139,32.836,-1.5704,32.836,-1.70080149650218,72.5346443622295,28.8808,13.3431,0.0109,0.0134,1.7279,2267,-99
2008-03-30,1899-12-31 23:49:56,"75_20N,154W",75.36,-154.305333333333,310,307.8234,34.5085,-0.14216,34.5085,0.00160913486212298,54.6,12.9685,12.57915,0.016,0.00535,1.0416,2294.95,-99
2008-03-30,1899-12-31 20:20:40,"76_20N,164W",76.3215,-163.697333333333,20,22.38,30.931,-1.6843,30.9422,-2.83310454107047,69.1,5.5703,1.5955,0.0316,0.0441,0.892,2193.9,-99
2008-03-30,1899-12-31 20:20:40,"76_20N,164W",76.3215,-163.697333333333,60,61.5086,31.7202,-0.39873,31.7202,-2.04345859767873,69.9039892051837,10.2367,4.4392,0.0503,0.046,1.0806,2212.2,-99
2008-03-30,1899-12-31 20:20:40,"76_20N,164W",76.3215,-163.697333333333,85,89.855,32.1401,-1.0195,32.1401,-1.78238616131603,68.5689804673071,18.06685,7.95115,0.03145,0.06525,1.36715,2232.6,-99
2008-03-30,1899-12-31 20:20:40,"76_20N,164W",76.3215,-163.697333333333,190,195.0315,33.2134,-1.4947,33.2134,-1.51241369973168,68.8118113547953,34.715,15.2887,0.027,0.0682,1.7997,2275,-99
2008-03-30,1899-12-31 20:20:40,"76_20N,164W",76.3215,-163.697333333333,310,317.5532,34.662,0.35866,34.662,0.167746397029025,54.6697686455363,12.309,13.0937,0.0457,0.0536,0.9819,2295.1,-99
2008-03-30,1899-12-31 23:17:36,"76N,161W",75.9408333333333,-160.6185,20,22.1,30.4723,-1.6664,30.47925,-2.90776733080599,70.8,4.2892,0.89055,0.03475,0.0335,0.8148,2170.9,-99
2008-03-30,1899-12-31 23:17:36,"76N,161W",75.9408333333333,-160.6185,60,60.9467,31.4854,-0.054501,31.4854,-2.12455002171787,67.3,8.8046,3.4104,0.012,0.0374,1.0013,2205.9,-99
2008-03-30,1899-12-31 23:17:36,"76N,161W",75.9408333333333,-160.6185,85,86.5638,32.0375,-0.3761,32.0375,-1.84468822406549,66.251708830565,15.6641,7.0949,0.0204,0.0205,1.3014,2225.2,-99
2008-03-30,1899-12-31 23:17:36,"76N,161W",75.9408333333333,-160.6185,190,184.9444,32.9979,-1.5264,32.9979,-1.46445145721058,-99,32.6266,15.0171,0.0289,0.012,1.8146,2272.6,-99
