iucn_sid,am_sid,sciname,area_am,area_iucn_shallow,area_overlap_shallow,sm_perc_shallow,sm_range_shallow,area_ratio_shallow,area_iucn_raw,area_overlap_raw,sm_perc_raw,sm_range_raw,area_ratio_raw
133607,URM-Cn-6020,Goniopora minor,1920980.3,13712873.5,1859654.9268989747,96.808,AM,14.009,25939757.7,1914870.2696202463,99.682,AM,7.406
133611,URM-Cn-5972,Madracis senaria,1178075.4,1804521.8,1024219.7013218427,86.94,AM,65.285,3067778.8,1033046.6599118608,87.689,AM,38.402
133613,URM-Cn-6077,Porites solida,17259171,14618032.9,13048533.301274845,89.263,IUCN,84.697,27451990.3,13434886.593910005,77.842,AM,62.87
133614,SLB-62852,Seriatopora guttatus,9929483.2,7197380.3,5634435.750745589,78.285,IUCN,72.485,12065677.8,5762549.332564682,58.035,AM,82.295
133619,URM-Cn-5868,Lobophyllia diminuta,9224287.9,7243263.4,4908095.148739917,67.761,IUCN,78.524,13039349.8,5042204.961121011,54.662,AM,70.742
133621,URM-Cn-4849,Acropora valenciennesi,11754977.1,13852441.6,10117602.257372942,86.071,AM,84.859,24537007.7,10340416.68917756,87.966,AM,47.907
133622,URM-Cn-4883,Montipora capitata,11513320.7,6833784.2,5924644.722851265,86.696,IUCN,59.355,14454266.2,6177040.251795527,53.651,AM,79.653
133631,URM-Cn-5534,Erythrastrea flabellata,1038768,601665.7,438518.72452070535,72.884,IUCN,57.921,738164.9,447192.5310576503,60.582,IUCN,71.062
133633,URM-Cn-5471,Turbinaria mesenterina,10098760.1,15539205.9,9164879.606173504,90.753,AM,64.989,28235179.9,9387964.814205324,92.962,AM,35.767
133634,URM-Cn-5580,Goniastrea retiformis,7835919.5,14149149.2,6877122.853079198,87.764,AM,55.381,25557997,7067139.744082543,90.189,AM,30.659
133636,URM-Cn-4964,Leptoseris gardineri,10990461.6,8955304.2,7528051.497417711,84.062,IUCN,81.483,17725636.8,7800043.275832844,70.971,AM,62.003
133637,URM-Cn-5980,Pocillopora indiania,926648.4,902941,695900.4934667498,77.07,IUCN,97.442,2247633.8,707954.6298569025,76.399,AM,41.228
133638,URM-Cn-5546,Favia maritima,5915638,10521516.4,4913455.612612107,83.059,AM,56.224,19897071.2,5109548.680684189,86.374,AM,29.731
133639,URM-Cn-4806,Acropora pichoni,8485938.4,5708155.3,4520318.482117895,79.191,IUCN,67.266,9568008.4,4632769.248220749,54.593,AM,88.691
133642,URM-Cn-5848,Acanthastrea hemprichii,10963518.4,10172057,7529498.526357392,74.021,IUCN,92.781,16340548,7646664.8583074715,69.746,AM,67.094
133645,SLB-184819,Porites somaliensis,8847786.2,601154.9,507554.5143006769,84.43,IUCN,6.794,1495018,516629.30852395046,34.557,IUCN,16.897
133646,URM-Cn-4947,Montipora verrucosa,19189071.3,14476160.6,13857738.241711957,95.728,IUCN,75.44,27670054.3,15176399.502680428,79.089,AM,69.35
133647,URM-Cn-4809,Acropora polystoma,9515981.6,11564999.7,7351875.053613166,77.258,AM,82.283,20518851.2,7530725.944927763,79.138,AM,46.377
133648,URM-Cn-5514,Cyphastrea microphthalma,9626080.1,15034125.4,8580257.87073172,89.136,AM,64.028,28017443.8,8791108.317823965,91.326,AM,34.357
133649,SLB-93391,Acropora abrotanoides,14571960.4,13564935,11434631.863844285,84.296,IUCN,93.089,25901857.7,11729089.761100011,80.491,AM,56.258
133651,URM-Cn-5613,Platygyra lamellina,5481043.2,14191429.3,4813460.333650847,87.82,AM,38.622,24930363.6,4976517.344033962,90.795,AM,21.985
133653,URM-Cn-4732,Isopora cylindrica,4231191,1339698.2,683975.8259931128,51.054,IUCN,31.662,2819288.8,723912.2354669885,25.677,IUCN,66.631
133654,URM-Cn-5561,Favites chinensis,7205978.2,13203169.7,6194070.030923559,85.957,AM,54.578,23021421.7,6390281.372445786,88.68,AM,31.301
133658,SLB-93454,Acropora bifurcata,8479241,6800317.5,4928817.583992886,72.479,IUCN,80.2,11493920.3,5023280.712148591,59.242,AM,73.772
133659,URM-Cn-5991,Stylophora kuehlmanni,833725.5,835443.1,608939.8074384495,73.038,AM,99.794,1306199.7,617613.6139753944,74.079,AM,63.828
133660,SLB-184810,Isopora cuneata,10646700.1,10540561.3,7755274.221087791,73.576,IUCN,99.003,20417657,7954488.152814212,74.713,AM,52.145
133662,URM-Cn-5905,Galaxea fascicularis,9580460.1,14721180.9,8283468.315910501,86.462,AM,65.079,27208084,8532944.462982202,89.066,AM,35.212
133665,URM-Cn-5581,Goniastrea thecata,286202.2,695483.6,268997.0149785528,93.988,AM,41.152,1026952.9,277670.82151549775,97.019,AM,27.869
133666,URM-Cn-4785,Acropora millepora,8398109.3,12325545.9,7390820.533314002,88.006,AM,68.136,21530253.5,7571940.8582431115,90.162,AM,39.006
133668,URM-Cn-6030,Goniopora stokesi,5013228.4,13755223.1,4486101.342169705,89.485,AM,36.446,23710596.7,4619057.912770183,92.137,AM,21.143
133672,SLB-158629,Acropora efflorescens,4574516.8,6611227.2,2536670.541361616,55.452,AM,69.193,11279554.4,2615883.7433277327,57.184,AM,40.556
133673,URM-Cn-5766,Fungia paumotensis,10685983.4,12869999.1,9141447.951412255,85.546,AM,83.03,23763664.8,9382351.697462387,87.801,AM,44.968
133674,URM-Cn-4919,Montipora mollis,14260712.7,13716951.9,11180308.95352839,81.507,IUCN,96.187,23564630.3,11421107.64340532,80.088,AM,60.517
133676,URM-Cn-6143,Psammocora vaughani,3467875.1,1430785,733790.8041340901,51.286,IUCN,41.258,5181505.1,785169.0906891117,22.641,AM,66.928
133679,URM-Cn-5428,Heteropsammia cochlea,10826368.9,13586621.8,9029648.356401877,83.404,AM,79.684,22983980.6,9249736.725247644,85.437,AM,47.104
133680,URM-Cn-6038,Porites astreoides,3486224.3,3567070.5,1671963.8693202625,47.959,AM,97.734,5682820,1683657.638167357,48.295,AM,61.347
133682,SLB-93593,Acropora subulata,9943811.7,12005544.2,7757603.731164673,78.014,AM,82.827,20768843.3,7944945.030801074,79.898,AM,47.879
133685,URM-Cn-5995,Stylophora pistillata,13954228.3,14296446.7,11311102.902421732,81.059,AM,97.606,26714431.2,11584431.339451563,83.017,AM,52.235
133686,URM-Cn-4961,Leptoseris cailleti,1271905.8,1997175.4,1189632.0599164106,93.531,AM,63.685,3280265.6,1212978.3920358992,95.367,AM,38.774
133690,URM-Cn-5513,Cyphastrea japonica,1678089.5,6550280.3,1601741.9788706335,95.45,AM,25.619,10187830.5,1638499.6144330904,97.641,AM,16.472
133693,URM-Cn-5795,Sandalolitha robusta,7309842.9,9505922.8,5841071.145894441,79.907,AM,76.898,15251688.5,6000745.288208799,82.091,AM,47.928
133697,URM-Cn-5475,Turbinaria reniformis,6201364.1,14446844.9,5372517.547600884,86.634,AM,42.925,26653036.7,5574442.378579537,89.891,AM,23.267
133702,URM-Cn-4987,Pavona duerdeni,13998903.6,15504733.7,11177748.910247246,79.847,AM,90.288,29290834.1,11460597.12986882,81.868,AM,47.793
