date,precip,tmax,tmin,tmean,trange,srad,vpd
2011-12-05,0,12.01,-0.21,5.8999999999999995,12.22,246.85,543.4
2011-12-06,0,12.53,-1.93,5.3,14.459999999999999,276.45,454.79
2011-12-07,0,14.71,-2.45,6.130000000000001,17.16,300.3,410.34
2011-12-08,0,15.71,-2.42,6.6450000000000005,18.130000000000003,306.28,402.64
2011-12-09,0,18.22,-1.5,8.36,19.72,316.04,393.12
2011-12-10,0,21.05,1.14,11.095,19.91,313.51,461.19
2011-12-11,0,19.92,1.61,10.765,18.310000000000002,299.49,497.91
2011-12-12,10.29,16.1,6.58,11.34,9.520000000000001,139.4,972.8
2011-12-13,16.9,13.4,7.94,10.67,5.46,84.37,1067.54
2011-12-14,4.08,14.09,6.01,10.05,8.08,122.48,935.09
2011-12-15,0,14.54,1.71,8.125,12.829999999999998,242.21,691.16
2011-12-16,0,19.86,4.08,11.969999999999999,15.78,272.36,792
2011-12-17,0,19.26,7.76,13.510000000000002,11.500000000000002,218.32,1054.69
2011-12-18,1.29,13.77,7.6,10.684999999999999,6.17,130.93,1043.11
2011-12-19,0,15.04,6.28,10.66,8.759999999999998,182.45,952.86
2011-12-20,0,15.98,6.51,11.245000000000001,9.47,196.26,968.29
2011-12-21,0,16.52,3.87,10.195,12.649999999999999,246.37,805.4
2011-12-22,0,14.05,2.54,8.295,11.510000000000002,234.18,733.23
2011-12-23,0,14.66,0.53,7.595,14.13,272.12,634.67
2011-12-24,0,15.77,-0.99,7.39,16.759999999999998,298.23,555.48
2011-12-25,0,17.42,-0.26,8.58,17.680000000000003,303.18,574.96
2011-12-26,0,17.67,0.45,9.06,17.220000000000002,299.88,606.2
2011-12-27,0,17.7,-0.58,8.56,18.279999999999998,308.39,557.57
2011-12-28,0,18.55,-0.43,9.06,18.98,312.91,556.91
2011-12-29,0,20.15,1,10.575,19.15,312.76,609.58
2011-12-30,0,22.77,3.16,12.965,19.61,313.8,695.8
2011-12-31,0,23.29,4.16,13.725,19.13,308.89,747.86
2012-01-01,0,26.64,4.12,15.38,22.52,319.89,291.72
2012-01-02,0,26.25,8.45,17.35,17.8,284.98,401.46
2012-01-03,0,23.78,8.2,15.99,15.580000000000002,262.72,441.75
2012-01-04,0,24.99,3.7,14.344999999999999,21.29,316.17,282.74
2012-01-05,0,24.64,4.63,14.635,20.01,308.26,303.1
2012-01-06,0,22.32,3.16,12.74,19.16,303.76,271.34
2012-01-07,0,22.32,2.85,12.585,19.47,307.39,265.09
2012-01-08,0,19.04,4.56,11.799999999999999,14.48,256.27,386.25
2012-01-09,0,19.07,1.89,10.48,17.18,289.5,276.19
2012-01-10,0,19.95,1.34,10.645,18.61,304.49,242.73
2012-01-11,0,18.79,2.1,10.445,16.689999999999998,287.02,283.99
2012-01-12,0,17.41,2.82,10.115,14.59,263.19,341.12
2012-01-13,0,20.64,-0.86,9.89,21.5,331.34,199.22
2012-01-14,0,20.55,0.96,10.755,19.59,318.86,229.5
2012-01-15,0,17.3,6.96,12.13,10.34,199.62,593.76
2012-01-16,0,19.03,8.17,13.600000000000001,10.860000000000001,209.02,600.53
2012-01-17,0,19.43,3.26,11.344999999999999,16.17,289.68,295.01
2012-01-18,0,19.21,2.31,10.76,16.900000000000002,299.82,264.34
2012-01-19,0,20.74,1.87,11.305,18.869999999999997,321.17,246.08
2012-01-20,0,21.31,1.56,11.434999999999999,19.75,330.4,240.34
2012-01-21,0,23,4.33,13.665,18.67,321.67,296.5
2012-01-22,0,18.3,3.45,10.875,14.850000000000001,281.56,313.79
2012-01-23,0,17.76,0.87,9.315000000000001,16.89,309.36,233.82
2012-01-24,0,18.49,4.88,11.684999999999999,13.61,266.76,366.76
2012-01-25,0,20.45,4.22,12.334999999999999,16.23,304.56,294.01
2012-01-26,0,22.8,2.3,12.55,20.5,347.89,254.3
2012-01-27,0,21.31,3.7,12.504999999999999,17.61,324.01,282.72
2012-01-28,0,24.26,5.39,14.825000000000001,18.87,337.1,320.84
2012-01-29,0,24.91,5.81,15.36,19.1,341.02,330.89
2012-01-30,0,24.01,3.81,13.91,20.200000000000003,353.98,284.96
2012-01-31,0,23.79,5.83,14.809999999999999,17.96,336.17,331.37
2012-02-01,0,23.24,3.07,13.155,20.169999999999998,359.5,269.53
2012-02-02,0,20.61,3.22,11.915,17.39,335.22,272.7
2012-02-03,0,19.06,2.16,10.61,16.9,334.07,251.46
2012-02-04,0,20.23,1.53,10.88,18.7,355.94,239.69
2012-02-05,0,21.24,1.18,11.209999999999999,20.06,370.64,233.31
2012-02-06,0,20.44,2.71,11.575000000000001,17.73,350.65,262.32
2012-02-07,0,23.67,5.16,14.415000000000001,18.51,358.38,315.36
2012-02-08,0,23.8,8.49,16.145,15.31,321.46,402.67
2012-02-09,0,24.92,5.89,15.405000000000001,19.03,368.48,332.9
2012-02-10,0,26.08,6.82,16.45,19.259999999999998,371.61,356.62
2012-02-11,0,27.2,5.55,16.375,21.65,393.61,324.52
2012-02-12,0,22.76,8.62,15.690000000000001,14.140000000000002,312.29,406.46
2012-02-13,0,20.39,4.09,12.24,16.3,349.8,291.12
2012-02-14,0,16.93,6.82,11.875,10.11,243.32,426.41
2012-02-15,0,17.88,1.57,9.725,16.31,354.54,240.47
2012-02-16,0,19.53,2.22,10.875,17.310000000000002,369.37,252.68
2012-02-17,0,19.75,4.52,12.135,15.23,342.92,300.59
2012-02-18,0,20.85,3.2,12.025,17.650000000000002,378.61,272.13
2012-02-19,0,20.21,4.44,12.325000000000001,15.77,357.48,298.94
2012-02-20,0,20.63,3.35,11.99,17.279999999999998,381.23,275.3
2012-02-21,0,23.56,2.88,13.219999999999999,20.68,418.08,265.72
2012-02-22,0,24.74,2.7,13.719999999999999,22.04,430.81,262.05
2012-02-23,0,26.18,4.84,15.51,21.34,424.13,307.98
2012-02-24,0,26.56,6.83,16.695,19.729999999999997,410.16,356.83
2012-02-25,0,26.45,5.2,15.825,21.25,428.01,316.3
2012-02-26,0,26.95,5.14,16.044999999999998,21.81,434.83,314.78
2012-02-27,0,26.03,8.91,17.47,17.12,384.5,415.22
2012-02-28,0,19.35,6.14,12.745000000000001,13.21,328.75,339.1
2012-02-29,0,20.19,1.47,10.83,18.720000000000002,418.04,238.54
2012-03-01,0,22.91,2.76,12.835,20.15,434.4,263.36
2012-03-02,0,21.1,5.93,13.515,15.170000000000002,371.65,333.85
2012-03-03,0,21.65,2.06,11.854999999999999,19.59,435.51,249.54
2012-03-04,0,26.91,2.73,14.82,24.18,475.17,262.61
2012-03-05,0,28.26,5.75,17.005000000000003,22.51,462.25,329.4
2012-03-06,0,30.01,6.69,18.35,23.32,469.62,353.26
2012-03-07,0,24.3,6.89,15.595,17.41,410.72,358.49
2012-03-08,0,21.15,1.96,11.555,19.189999999999998,439.49,247.65
2012-03-09,0,23.08,5.07,14.075,18.009999999999998,424.42,313.24
2012-03-10,0,21.78,7.43,14.605,14.350000000000001,368.28,372.73
2012-03-11,0,26.37,5.67,16.02,20.700000000000003,461.46,327.63
2012-03-12,0,28.04,6.1,17.07,21.939999999999998,475.13,338.21
2012-03-13,0,29.24,5.38,17.31,23.86,491.73,320.58
2012-03-14,0,28.29,5.51,16.9,22.78,484.1,323.64
2012-03-15,0,30.04,6.42,18.23,23.619999999999997,489.33,346.2
2012-03-16,0,30.37,7.34,18.855,23.03,484.62,370.39
2012-03-17,0,28.21,9.49,18.85,18.72,437.06,432.96
2012-03-18,7,21.54,6.11,13.825,15.43,293.33,338.47
2012-03-19,0.5,14.82,3.87,9.345,10.95,303.11,286.34
2012-03-20,0,18.35,2.72,10.535,15.63,403.39,262.44
2012-03-21,0,22.9,3.69,13.295,19.209999999999997,459.31,282.51
2012-03-22,0,28.94,6.87,17.905,22.07,490.84,357.97
2012-03-23,0,30.05,9.32,19.685000000000002,20.73,476.81,427.7
2012-03-24,0,30.91,10.07,20.490000000000002,20.84,479.3,451.15
2012-03-25,0,29.51,11.97,20.740000000000002,17.54,436.23,516.37
2012-03-26,0,25.21,9.21,17.21,16,417.65,424.22
2012-03-27,0,28.26,7.75,18.005000000000003,20.51,487.03,381.75
2012-03-28,0,30.14,8.69,19.415,21.450000000000003,497.23,408.63
2012-03-29,0,30.46,10.95,20.705,19.51,471.68,480.32
2012-03-30,0,31.81,11.01,21.41,20.799999999999997,488.66,482.49
2012-03-31,0,34.37,12.91,23.64,21.459999999999997,494.72,551.52
2012-04-01,0,28.34,13.48,20.91,14.86,397.17,573.93
2012-04-02,0,22.93,9.86,16.395,13.07,367.74,444.46
2012-04-03,0,26.69,5.8,16.245,20.89,505.44,330.82
2012-04-04,0,28.91,8.1,18.505,20.810000000000002,504.61,391.39
2012-04-05,0,31.77,9.65,20.71,22.119999999999997,518.73,437.75
2012-04-06,0,28.43,11.1,19.765,17.33,456.19,485.68
2012-04-07,0,31.01,8.15,19.580000000000002,22.86,530.38,392.82
2012-04-08,0,33.64,9.39,21.515,24.25,541.11,429.84
2012-04-09,0,34.37,12.47,23.419999999999998,21.9,514.36,534.91
2012-04-10,0,34.66,12.66,23.659999999999997,21.999999999999996,516.29,541.8
2012-04-11,0,28.98,14.45,21.715,14.530000000000001,402.88,613.84
2012-04-12,0,24.02,12.09,18.055,11.93,352.7,520.73
2012-04-13,0,26.62,9.63,18.125,16.990000000000002,463.97,437.18
2012-04-14,0,21.88,9.15,15.515,12.729999999999999,383.32,422.23
2012-04-15,0,23.23,7.57,15.4,15.66,451.5,376.78
2012-04-16,0,28.82,8.31,18.565,20.509999999999998,526.25,397.37
2012-04-17,0,33.16,10.7,21.93,22.459999999999997,543.21,471.87
2012-04-18,0,35.4,11.82,23.61,23.58,549.45,511
2012-04-19,0,35.31,13.14,24.225,22.17,533.37,560.45
2012-04-20,0,36.04,15.25,25.645,20.79,514.74,648.77
2012-04-21,0,38.73,15.55,27.14,23.179999999999996,540.4,662.18
2012-04-22,0,40.42,16.78,28.6,23.64,542.52,719.91
2012-04-23,0,39.01,18.52,28.765,20.49,506.46,809.27
2012-04-24,0,36.59,15.15,25.87,21.440000000000005,524.41,644.16
2012-04-25,0,34.35,17.32,25.835,17.03,458.21,746.58
2012-04-26,0,29.66,17.42,23.54,12.239999999999998,362.22,751.76
2012-04-27,0,29.64,13.26,21.45,16.380000000000003,459.57,565.15
2012-04-28,0,33.08,14.45,23.765,18.63,496.19,613.99
2012-04-29,0,33.98,15.04,24.509999999999998,18.939999999999998,500.95,639.32
2012-04-30,0,34.66,16.23,25.445,18.429999999999996,493.41,693.33
2012-05-01,0,34.43,15.99,25.21,18.439999999999998,493.13,682.09
2012-05-02,0,34.34,15.95,25.145000000000003,18.390000000000004,491.29,680.19
2012-05-03,0,35.12,15.19,25.154999999999998,19.93,515.81,645.97
2012-05-04,0,35.32,15.24,25.28,20.08,518.31,648.17
2012-05-05,0,35.55,16.2,25.875,19.349999999999998,507.96,692.09
2012-05-06,0,34.51,15.16,24.835,19.349999999999998,509.81,644.77
2012-05-07,0,33.59,14.36,23.975,19.230000000000004,511.35,609.91
2012-05-08,0,33.76,12.6,23.18,21.159999999999997,540.61,539.7
2012-05-09,0,33.63,16.6,25.115000000000002,17.03,476.37,710.95
2012-05-10,0,34.17,13.63,23.900000000000002,20.54,534.6,579.81
2012-05-11,0,37.48,17.27,27.375,20.209999999999997,521.84,744.01
2012-05-12,0,37.31,15.18,26.245,22.130000000000003,545.54,645.4
2012-05-13,0,39.47,16.18,27.825,23.29,554.25,691.35
2012-05-14,0,39.31,19.03,29.17,20.28,512.24,837.17
2012-05-15,0,41.19,19.84,30.515,21.349999999999998,521.96,883.76
2012-05-16,0,40.66,20.92,30.79,19.739999999999995,499.29,949.03
2012-05-17,0,40.38,17.82,29.1,22.560000000000002,541.19,772.43
2012-05-18,0,38,22.34,30.17,15.66,432.3,1040.97
2012-05-19,0,36.28,16.71,26.495,19.57,510.29,716.65
2012-05-20,0,39.56,16.82,28.19,22.740000000000002,547.85,722.07
2012-05-21,0,42.23,17.77,30,24.459999999999997,562.06,769.66
2012-05-22,0,43.11,20.16,31.634999999999998,22.95,542.7,902.63
2012-05-23,0,40.78,18.86,29.82,21.92,534.8,828.03
2012-05-24,0,37.72,19.58,28.65,18.14,483.53,868.67
2012-05-25,0,35.51,18.96,27.235,16.549999999999997,458.32,833.49
2012-05-26,0,29.84,16.77,23.305,13.07,389.48,719.25
2012-05-27,0,30.66,10.94,20.8,19.72,522.24,479.95
2012-05-28,0,34.55,12.28,23.415,22.269999999999996,551.13,527.86
2012-05-29,0,37.52,14.1,25.810000000000002,23.42,558.82,599.06
2012-05-30,0,38.15,15.99,27.07,22.159999999999997,541.14,682.45
2012-05-31,0,42.38,19.59,30.985,22.790000000000003,539.21,869.37
2012-06-01,0,44.34,22.45,33.395,21.890000000000004,520.94,1048.64
2012-06-02,0,42.22,21.95,32.085,20.27,502.54,1014.64
2012-06-03,0,39.71,19.14,29.425,20.57,513.27,843.55
2012-06-04,0,39.61,18.14,28.875,21.47,526.12,789.04
2012-06-05,0,38.98,20.87,29.924999999999997,18.109999999999996,473.03,945.88
2012-06-06,0,39.01,18.24,28.625,20.77,517.22,794.42
2012-06-07,0,39.47,19.16,29.314999999999998,20.31,509.54,844.52
2012-06-08,0,40.72,19.17,29.945,21.549999999999997,524.18,845.22
2012-06-09,0,40.24,19.25,29.745,20.990000000000002,517.01,849.59
2012-06-10,0,39.06,19.12,29.090000000000003,19.94,503.53,842.24
2012-06-11,0,40.44,21.29,30.865,19.15,487.75,972.29
2012-06-12,0,41.38,20.6,30.990000000000002,20.78,512.65,928.82
2012-06-13,0,42.01,21.31,31.659999999999997,20.7,509.46,973.55
2012-06-14,0,41.09,20.63,30.86,20.460000000000004,508.32,931.1
2012-06-15,0,40.06,20.51,30.285000000000004,19.55,496.41,923.42
2012-06-16,0,40.77,20.55,30.660000000000004,20.220000000000002,506.13,926.27
2012-06-17,0,42.97,22.26,32.615,20.709999999999997,506.54,1035.61
2012-06-18,0,43.73,25.13,34.43,18.599999999999998,469.26,1245.21
2012-06-19,0,42.69,24.02,33.355,18.669999999999998,474.76,1159.93
2012-06-20,0,42.7,20.97,31.835,21.730000000000004,524.47,951.66
2012-06-21,0,43.01,21.49,32.25,21.52,520.98,984.72
2012-06-22,0,42.45,23.75,33.1,18.700000000000003,478.25,1139.84
2012-06-23,0,42.25,24.29,33.269999999999996,17.96,465.2,1180.54
2012-06-24,0,41.07,26.88,33.975,14.190000000000001,389.36,1390.38
2012-06-25,0,41.81,27.54,34.675,14.270000000000003,388.6,1449.28
2012-06-26,0,43.3,28.33,35.815,14.969999999999999,401.75,1522.52
2012-06-27,1.97,44.02,26.79,35.405,17.230000000000004,449.31,1382.91
2012-06-28,0,43.24,26.09,34.665,17.150000000000002,452.33,1323.22
2012-06-29,0,43.31,27.96,35.635000000000005,15.350000000000001,416.65,1487.76
2012-06-30,0,42.7,28.47,35.585,14.230000000000004,395.92,1535.92
2012-07-01,0,42.61,26.56,34.585,16.05,439.42,1362.98
2012-07-02,0,41.73,27.18,34.455,14.549999999999997,411.19,1416.84
2012-07-03,0,39.57,27.47,33.519999999999996,12.100000000000001,359.54,1442.92
2012-07-04,11.25,34.58,21.85,28.215,12.729999999999997,293.44,1008.34
2012-07-05,0,37.2,21.64,29.42,15.560000000000002,453.69,994.36
2012-07-06,0,40.03,25.11,32.57,14.920000000000002,434.67,1243.35
2012-07-07,0,42.23,25.72,33.974999999999994,16.509999999999998,463.59,1292.91
2012-07-08,0,42.75,27.66,35.205,15.09,434.58,1460.38
2012-07-09,0,44.33,30.14,37.235,14.189999999999998,411.44,1702.16
2012-07-10,0,44.08,29.09,36.585,14.989999999999998,433.02,1595.85
2012-07-11,15.14,43.36,28.59,35.975,14.77,324.37,1547.13
2012-07-12,3.68,40.85,23.78,32.315,17.07,367.3,1142.28
2012-07-13,5.67,36.53,23.89,30.21,12.64,304.61,1150.41
2012-07-14,6.6,35.59,23.86,29.725,11.730000000000004,287.26,1148.48
2012-07-15,0,36.94,22.76,29.85,14.179999999999996,450.59,1069.95
2012-07-16,0,39.08,23.78,31.43,15.299999999999997,472.62,1142.07
2012-07-17,0,39.31,24.44,31.875,14.870000000000001,464.95,1191.94
2012-07-18,0,40.48,23.3,31.89,17.179999999999996,508,1107.47
2012-07-19,0,40.27,28.4,34.335,11.870000000000005,392.26,1528.6
2012-07-20,0,42.01,26.28,34.144999999999996,15.729999999999997,481.91,1339.4
2012-07-21,0,41.41,25.77,33.589999999999996,15.639999999999997,485.04,1297
2012-07-22,0,39.19,26.14,32.665,13.049999999999997,436,1327.35
2012-07-23,0,40.75,25.88,33.315,14.870000000000001,475.21,1305.85
2012-07-24,0,39.23,27.38,33.305,11.849999999999998,407.12,1435.09
2012-07-25,0,41.02,26.74,33.88,14.280000000000005,462.47,1378.8
2012-07-26,0,41.42,26.54,33.980000000000004,14.880000000000003,473.74,1361.02
2012-07-27,0,42.45,27.83,35.14,14.620000000000005,465.61,1475.93
2012-07-28,0,40.73,27.9,34.315,12.829999999999998,431.94,1481.82
2012-07-29,4.93,38.63,23.69,31.160000000000004,14.940000000000001,363.35,1135.81
2012-07-30,0,36.72,24.2,30.46,12.52,436.34,1173.76
2012-07-31,0,38.37,24.91,31.64,13.459999999999997,456.63,1227.84
2012-08-01,0,39.18,25.54,32.36,13.64,458.86,1277.95
2012-08-02,0,40.89,25.87,33.38,15.02,481.52,1304.61
2012-08-03,0,41.76,26.03,33.894999999999996,15.729999999999997,490.55,1318.53
2012-08-04,0,43.05,26.24,34.644999999999996,16.81,505.13,1335.71
2012-08-05,0,41.53,27.87,34.7,13.66,446.12,1479.66
2012-08-06,0,43.05,26.85,34.95,16.199999999999996,493.64,1388.01
2012-08-07,0,43.87,28.04,35.955,15.829999999999998,483.01,1494.97
2012-08-08,0,45.29,30.36,37.825,14.93,458.16,1724.42
2012-08-09,0,44.87,29.98,37.425,14.889999999999997,458.09,1685.63
2012-08-10,0,44.73,28.15,36.44,16.58,490.37,1505.64
2012-08-11,0,44.46,29.14,36.8,15.32,467.58,1600.23
2012-08-12,0,45.41,27.88,36.644999999999996,17.529999999999998,500.89,1479.97
2012-08-13,0,45.04,28.18,36.61,16.86,487.99,1508.08
2012-08-14,12.28,44.43,28.03,36.230000000000004,16.4,347.71,1537.43
2012-08-15,0,40.25,24.52,32.385,15.73,472.53,1197.81
2012-08-16,3.24,35.79,26.83,31.31,8.96,209.18,2803.57
2012-08-17,0,34.24,23.83,29.035,10.410000000000004,349.49,1722.98
2012-08-18,0,37.13,25.3,31.215000000000003,11.830000000000002,382.97,1697.65
2012-08-19,0,39.42,27.14,33.28,12.280000000000001,387.23,1847.98
2012-08-20,0,40.6,27.14,33.870000000000005,13.46,415.53,1707.01
2012-08-21,24.14,39.35,26.54,32.945,12.810000000000002,288.7,2308.82
2012-08-22,9.56,35.65,22.07,28.86,13.579999999999998,307.91,2110.86
2012-08-23,4.05,34.87,22.62,28.744999999999997,12.249999999999996,279.93,2411.31
2012-08-24,1.37,36.91,25.08,30.994999999999997,11.829999999999998,360.49,2499.66
2012-08-25,0,39,24.73,31.865000000000002,14.27,413.61,2259.03
2012-08-26,0,40.13,24.77,32.45,15.360000000000003,431.05,2197.1
2012-08-27,0,41.43,26.39,33.91,15.04,412.48,2480.59
2012-08-28,0,42.43,27.2,34.815,15.23,408.38,2612.44
2012-08-29,0,40.82,26.42,33.620000000000005,14.399999999999999,397.1,2557.93
2012-08-30,0,39.01,26.18,32.595,12.829999999999998,366.19,2666
2012-08-31,0,38.57,25.88,32.225,12.690000000000001,364.44,2633.04
2012-09-01,0,40.39,28.09,34.24,12.3,341.12,3088.58
2012-09-02,0,41.2,28.16,34.68,13.040000000000003,356.37,3026.86
2012-09-03,0,40.09,27.02,33.555,13.070000000000004,365.71,2808.04
2012-09-04,0,38.78,26.01,32.395,12.77,365.06,2665.83
2012-09-05,0,37.82,25.94,31.880000000000003,11.879999999999999,347.07,2738.68
2012-09-06,2.16,38.13,26.36,32.245000000000005,11.770000000000003,248.04,3239.03
2012-09-07,9.36,30.21,22.52,26.365000000000002,7.690000000000001,188.73,2727.58
2012-09-08,0,35.12,23.95,29.534999999999997,11.169999999999998,342.27,2608.88
2012-09-09,0,34.58,23.96,29.27,10.619999999999997,331.03,2654.69
2012-09-10,4.1,36.11,22.4,29.255,13.71,295.67,2520.76
2012-09-11,6.05,31.45,21.41,26.43,10.04,243.38,2549.18
2012-09-12,0,33.71,22.1,27.905,11.61,365.54,2376.18
2012-09-13,0,37.2,21.72,29.46,15.480000000000004,434.55,2119.17
2012-09-14,0,35.16,23.11,29.134999999999998,12.049999999999997,368.75,2509.52
2012-09-15,0,35.63,21.15,28.39,14.480000000000004,417.98,2106.07
2012-09-16,0,36.88,18.01,27.445,18.87,477.27,1614.01
2012-09-17,0,36.6,20.49,28.545,16.110000000000003,433.16,1985.79
2012-09-18,0,38.02,20.92,29.470000000000002,17.1,438.06,2019.72
2012-09-19,0,39.94,20.45,30.195,19.49,457.54,1907.24
2012-09-20,0,39.92,21.16,30.54,18.76,443.37,2029.32
2012-09-21,0,40.32,20.08,30.2,20.240000000000002,455.98,1870.67
2012-09-22,0,40.68,20.97,30.825,19.71,442.43,2008.74
2012-09-23,0,39.52,22.46,30.990000000000002,17.060000000000002,403.56,2313.98
2012-09-24,0,38.43,22.32,30.375,16.11,389.33,2343.5
2012-09-25,0,36.67,20.99,28.83,15.680000000000003,388.43,2178.32
2012-09-26,0,36.21,18.22,27.215,17.990000000000002,426.12,1753.15
2012-09-27,0,35.96,19.22,27.59,16.740000000000002,404.59,1915.39
2012-09-28,0,35.71,20.5,28.105,15.21,374.57,2148.68
2012-09-29,0,36.15,20.48,28.314999999999998,15.669999999999998,377.95,2137.17
2012-09-30,0,38.73,18.53,28.63,20.199999999999996,430.07,1772.38
2012-10-01,0,39.12,17.7,28.409999999999997,21.419999999999998,437.07,1669.88
2012-10-02,0,39.52,17.5,28.51,22.020000000000003,436.76,1649.92
2012-10-03,0,39.21,17.61,28.41,21.6,431.11,1594.63
2012-10-04,0,37.42,18.79,28.105,18.630000000000003,395.86,1809.41
2012-10-05,0,35.95,16.78,26.365000000000002,19.17,403.69,1592.56
2012-10-06,0,34.17,16.38,25.275,17.790000000000003,385.74,1601.02
2012-10-07,0,34.52,17.71,26.115000000000002,16.810000000000002,362.21,1789.67
2012-10-08,0,35.01,16.48,25.744999999999997,18.529999999999998,382.66,1616.47
2012-10-09,0,34.23,17.46,25.845,16.769999999999996,353.24,1787.57
2012-10-10,0,33.89,17.45,25.67,16.44,348.66,1688.53
2012-10-11,0,32.6,19.66,26.130000000000003,12.940000000000001,283.23,2096.26
2012-10-12,0,26.7,15.32,21.009999999999998,11.379999999999999,265.53,1639.25
2012-10-13,0,26.99,9.97,18.48,17.019999999999996,370.97,959.28
2012-10-14,0,33.16,11.13,22.145,22.029999999999994,414.54,929.17
2012-10-15,0,35.24,14.45,24.845,20.790000000000003,391.61,1184.78
2012-10-16,0,34.1,12.99,23.545,21.11,394.88,1081.38
2012-10-17,0,34.11,13.85,23.98,20.259999999999998,380.56,1172.76
2012-10-18,0,32.17,15.6,23.885,16.57,331.45,1436.88
2012-10-19,0,33.32,14.48,23.9,18.84,359.08,1274.32
2012-10-20,0,33.44,14.29,23.865,19.15,360.29,1258.45
2012-10-21,0,31.9,16.04,23.97,15.86,314.61,1525.28
2012-10-22,0,29.82,14.27,22.045,15.55,313.55,1381.48
2012-10-23,0,30.08,14.06,22.07,16.019999999999996,318.63,1352.69
2012-10-24,0,28.83,14.02,21.424999999999997,14.809999999999999,299.63,1398.45
2012-10-25,0,28.15,8.63,18.39,19.519999999999996,364.68,897.83
2012-10-26,0,28.36,10.27,19.314999999999998,18.09,344.04,1031.8
2012-10-27,0,29.43,9.96,19.695,19.47,355.11,990.05
2012-10-28,0,31.76,9.44,20.6,22.32,376.53,880.47
2012-10-29,0,31.8,10.5,21.15,21.3,362.7,967.71
2012-10-30,0,31.65,10.1,20.875,21.549999999999997,362.23,945.5
2012-10-31,0,31.12,9.35,20.235,21.770000000000003,362.6,904.02
2012-11-01,0,31.27,8.92,20.095,22.35,364.94,875.53
2012-11-02,0,30.07,11.28,20.675,18.79,328.25,1094.35
2012-11-03,0,29.85,10.54,20.195,19.310000000000002,332.21,1038.76
2012-11-04,0,31.65,9.88,20.765,21.769999999999996,350.51,957.89
2012-11-05,0,32.01,11.03,21.52,20.979999999999997,339.2,1051.37
2012-11-06,0,32.46,9.84,21.15,22.62,349.75,954.8
2012-11-07,0,31.97,10.18,21.075,21.79,339.98,996.3
2012-11-08,0,30.36,11.87,21.115,18.490000000000002,305.71,1185.57
2012-11-09,0,26.22,14.04,20.13,12.18,219.69,1582.9
2012-11-10,1,19.62,9,14.31,10.620000000000001,203.17,1147.39
2012-11-11,0,18.06,1.17,9.614999999999998,16.89,298.65,630.51
2012-11-12,0,22.12,2.23,12.175,19.89,324.79,639.25
2012-11-13,0,24.63,3.07,13.85,21.56,336.41,599.11
2012-11-14,0,26.72,4.23,15.475,22.49,338.9,636.77
2012-11-15,0,24.05,5.91,14.98,18.14,300.07,758.6
2012-11-16,0,26.74,7.24,16.99,19.5,309.17,801.8
2012-11-17,0,24.55,9.24,16.895,15.31,260.53,1015.16
2012-11-18,0,26.35,9.79,18.07,16.560000000000002,273.29,1019
2012-11-19,0,26.15,8.17,17.16,17.979999999999997,289.22,891.62
2012-11-20,0,27.87,7.84,17.855,20.03,312.48,565.28
2012-11-21,0,26.97,9.39,18.18,17.58,290.14,496.95
2012-11-22,0,26.61,6.37,16.49,20.24,315.89,345.02
2012-11-23,0,28.72,6.06,17.39,22.66,329.7,337.02
2012-11-24,0,28.68,11.02,19.85,17.66,285.28,482.85
2012-11-25,0,27.29,7.59,17.439999999999998,19.7,304.48,377.19
2012-11-26,0,26.39,7,16.695,19.39,300.83,361.18
2012-11-27,0,27.82,6.76,17.29,21.060000000000002,312.59,355.03
2012-11-28,0,26.98,8.16,17.57,18.82,293.16,393.24
2012-11-29,0,25.29,6.59,15.94,18.7,292.66,350.54
2012-11-30,0,24.68,7.46,16.07,17.22,277.15,373.54
2012-12-01,0,24.05,7.08,15.565000000000001,16.97,275.06,368.58
2012-12-02,0,25.07,6.52,15.795,18.55,289.77,348.74
2012-12-03,0,24.81,7.8,16.305,17.009999999999998,273.29,386.49
2012-12-04,0,24.88,7.85,16.365,17.03,273.77,386.79
2012-12-05,0,27.15,7.41,17.28,19.74,297.68,372.39
2012-12-06,0,24.78,6.66,15.72,18.12,284.84,352.47
2012-12-07,0,23.91,6.43,15.17,17.48,279.44,346.48
2012-12-08,0,22.93,5.04,13.985,17.89,283.29,312.51
2012-12-09,0,21.74,2.74,12.239999999999998,19,291.91,262.88
2012-12-10,0,18.89,3.59,11.24,15.3,253.15,303.27
2012-12-11,0,20.07,-1.03,9.52,21.1,305.76,196.61
2012-12-12,0,22.38,0.84,11.61,21.54,306.93,227.3
2012-12-13,0,21.75,3.79,12.77,17.96,278.53,284.57
2012-12-14,7.75,16.85,8.12,12.485,8.730000000000002,114.97,860.87
2012-12-15,9.24,14.43,8.39,11.41,6.039999999999999,82.14,1042.29
2012-12-16,4.1,14.58,5.56,10.07,9.02,123.43,713.37
2012-12-17,0.3,16.02,2.61,9.315,13.41,235.28,378.16
2012-12-18,0,16.09,3.23,9.66,12.86,228.33,411.68
2012-12-19,0.8,13.95,4.41,9.18,9.54,178.48,568.67
2012-12-20,0,16.42,0.72,8.57,15.700000000000001,268.17,301.61
2012-12-21,0,19.86,2.84,11.35,17.02,281.11,306.67
2012-12-22,0,20.99,5.32,13.155,15.669999999999998,267.37,377.87
2012-12-23,0,18.9,1.67,10.285,17.229999999999997,286.48,281.81
